GISJOIN,GEOID,TotPop,Allocated
G0100890003100,14000US01089003100,2327,188
G0100890010100,14000US01089010100,9294,312
G0100890010200,14000US01089010200,5565,262
G0100890010301,14000US01089010301,7200,609
G0100890010302,14000US01089010302,4301,200
G0100890010401,14000US01089010401,5874,407
G0100890010402,14000US01089010402,5850,436
G0100890010501,14000US01089010501,12024,800
G0100890010502,14000US01089010502,3497,357
G0100890010612,14000US01089010612,5679,709
G0100890010621,14000US01089010621,7131,739
G0100890010622,14000US01089010622,11209,848
G0100890010623,14000US01089010623,6838,484
G0100890010624,14000US01089010624,7499,928
G0100890010701,14000US01089010701,9359,1055
G0100890010702,14000US01089010702,7501,417
G0100890010800,14000US01089010800,9728,528
G0100890010901,14000US01089010901,15636,826
G0100890010902,14000US01089010902,2861,231
G0100890011011,14000US01089011011,9715,558
G0100890011012,14000US01089011012,5431,237
G0100890011013,14000US01089011013,5181,460
G0100890011014,14000US01089011014,9046,806
G0100890011021,14000US01089011021,4820,393
G0100890011022,14000US01089011022,7264,437
G0100890011100,14000US01089011100,818,8
G0100890011200,14000US01089011200,11826,1201
G0100890011300,14000US01089011300,6765,338
G0100890011400,14000US01089011400,4265,250
G0100910972900,14000US01091972900,4544,245
G0100910973000,14000US01091973000,3784,543
G0100910973100,14000US01091973100,1476,71
G0100910973200,14000US01091973200,2752,144
G0100910973300,14000US01091973300,1983,157
G0100910973400,14000US01091973400,3590,257
G0100930964000,14000US01093964000,4385,443
G0100930964100,14000US01093964100,2397,181
G0100930964200,14000US01093964200,1352,112
G0100930964300,14000US01093964300,4972,427
G0100930964400,14000US01093964400,4409,273
G0100930964500,14000US01093964500,1980,143
G0100930964600,14000US01093964600,3228,92
G0100930964700,14000US01093964700,5125,414
G0100950030100,14000US01095030100,2982,273
G0100950030201,14000US01095030201,5094,450
G0100950030202,14000US01095030202,4942,347
G0100950030300,14000US01095030300,6442,175
G0100950030401,14000US01095030401,4259,263
G0100950030402,14000US01095030402,3183,273
G0100950030500,14000US01095030500,7104,301
G0100950030600,14000US01095030600,5885,376
G0100950030701,14000US01095030701,3308,138
G0100950030702,14000US01095030702,3590,200
G0100950030801,14000US01095030801,4570,437
G0100950030802,14000US01095030802,7563,437
G0100950030902,14000US01095030902,4275,190
G0100950030903,14000US01095030903,4295,89
G0100950030904,14000US01095030904,5028,171
G0100950031000,14000US01095031000,5493,602
G0100950031100,14000US01095031100,4941,194
G0100950031200,14000US01095031200,5236,291
G0100970000200,14000US01097000200,1201,31
G0100970000401,14000US01097000401,1027,47
G0100970000402,14000US01097000402,703,16
G0100970000500,14000US01097000500,1452,163
G0100970000600,14000US01097000600,1638,124
G0100970000701,14000US01097000701,1844,208
G0100970000702,14000US01097000702,2235,208
G0100970000800,14000US01097000800,4205,242
G0100970000901,14000US01097000901,1643,40
G0100970000902,14000US01097000902,1941,106
G0100970000903,14000US01097000903,1279,85
G0100970001001,14000US01097001001,1518,47
G0100970001002,14000US01097001002,1637,125
G0100970001100,14000US01097001100,2040,186
G0100970001200,14000US01097001200,1236,247
G0100970001302,14000US01097001302,2437,204
G0100970001400,14000US01097001400,1590,42
G0100970001501,14000US01097001501,1270,108
G0100970001502,14000US01097001502,1076,77
G0100970001800,14000US01097001800,2429,33
G0100970001901,14000US01097001901,2144,117
G0100970001902,14000US01097001902,3202,211
G0100970002000,14000US01097002000,1553,110
G0100970002100,14000US01097002100,3709,145
G0100970002200,14000US01097002200,2470,206
G0100970002301,14000US01097002301,2099,158
G0100970002302,14000US01097002302,1620,117
G0100970002400,14000US01097002400,2846,120
G0100970002501,14000US01097002501,3186,235
G0100970002502,14000US01097002502,2105,49
G0100970002600,14000US01097002600,2326,182
G0100970002700,14000US01097002700,1988,75
G0100970002800,14000US01097002800,4311,239
G0100970002900,14000US01097002900,3981,288
G0100970003000,14000US01097003000,2790,162
G0100970003100,14000US01097003100,4433,256
G0100970003202,14000US01097003202,2392,286
G0100970003203,14000US01097003203,2663,47
G0100970003204,14000US01097003204,3755,137
G0100970003205,14000US01097003205,2318,120
G0100970003301,14000US01097003301,2223,137
G0100970003302,14000US01097003302,4000,227
G0100970003402,14000US01097003402,3623,183
G0100970003404,14000US01097003404,2414,117
G0100970003405,14000US01097003405,1807,112
G0100970003406,14000US01097003406,2740,151
G0100970003407,14000US01097003407,6756,555
G0100970003408,14000US01097003408,3238,81
G0100970003501,14000US01097003501,3567,331
G0100970003502,14000US01097003502,2373,118
G0100970003602,14000US01097003602,1498,207
G0100970003605,14000US01097003605,951,0
G0100970003606,14000US01097003606,3147,215
G0100970003607,14000US01097003607,3202,116
G0100970003608,14000US01097003608,1195,60
G0100970003703,14000US01097003703,3382,121
G0100970003704,14000US01097003704,4403,180
G0100970003705,14000US01097003705,4076,205
G0100970003706,14000US01097003706,3135,244
G0100970003707,14000US01097003707,4197,264
G0100970003708,14000US01097003708,4544,405
G0100970003709,14000US01097003709,7265,204
G0100970003710,14000US01097003710,4002,351
G0100970003800,14000US01097003800,1261,138
G0100970003901,14000US01097003901,1955,192
G0100970003902,14000US01097003902,766,71
G0100970004000,14000US01097004000,2639,143
G0100970004100,14000US01097004100,558,34
G0100970004800,14000US01097004800,807,32
G0100970004900,14000US01097004900,3435,203
G0100970005000,14000US01097005000,1577,48
G0100970005100,14000US01097005100,1285,46
G0100970005200,14000US01097005200,1254,170
G0100970005300,14000US01097005300,1801,94
G0100970005400,14000US01097005400,4355,235
G0100970005500,14000US01097005500,2600,279
G0100970005600,14000US01097005600,6759,392
G0100970005700,14000US01097005700,6913,542
G0100970005800,14000US01097005800,4326,281
G0100970005900,14000US01097005900,4205,219
G0100970006000,14000US01097006000,4666,163
G0100970006102,14000US01097006102,2400,103
G0100970006103,14000US01097006103,4910,523
G0100970006104,14000US01097006104,4421,316
G0100970006105,14000US01097006105,6750,485
G0100970006200,14000US01097006200,5016,245
G0100970006301,14000US01097006301,9929,653
G0100970006302,14000US01097006302,7801,482
G0100970006402,14000US01097006402,3859,143
G0100970006403,14000US01097006403,1521,44
G0100970006404,14000US01097006404,10782,1136
G0100970006405,14000US01097006405,8409,370
G0100970006406,14000US01097006406,8593,417
G0100970006407,14000US01097006407,5176,350
G0100970006501,14000US01097006501,4807,551
G0100970006502,14000US01097006502,11884,479
G0100970006600,14000US01097006600,5132,458
G0100970006701,14000US01097006701,5958,588
G0100970006702,14000US01097006702,3980,232
G0100970006801,14000US01097006801,7218,466
G0100970006802,14000US01097006802,2840,334
G0100970006901,14000US01097006901,6983,466
G0100970006902,14000US01097006902,3647,252
G0100970007000,14000US01097007000,3904,294
G0100970007101,14000US01097007101,4383,267
G0100970007102,14000US01097007102,2685,266
G0100970007103,14000US01097007103,2926,160
G0100970007201,14000US01097007201,2581,74
G0100970007202,14000US01097007202,2705,144
G0100970007300,14000US01097007300,3968,213
G0100970007400,14000US01097007400,2835,307
G0100970007500,14000US01097007500,1231,160
G0100970007600,14000US01097007600,1884,186
G0100970007700,14000US01097007700,1077,73
G0100970990000,14000US01097990000,0,0
G0100990075600,14000US01099075600,1165,19
G0100990075700,14000US01099075700,1602,94
G0100990075800,14000US01099075800,1347,113
G0100990075900,14000US01099075900,5353,222
G0100990076000,14000US01099076000,2736,221
G0100990076100,14000US01099076100,6028,312
G0100990076200,14000US01099076200,1667,123
G0101010000100,14000US01101000100,344,10
G0101010000200,14000US01101000200,531,19
G0101010000300,14000US01101000300,1122,110
G0101010000400,14000US01101000400,3622,297
G0101010000500,14000US01101000500,2326,407
G0101010000600,14000US01101000600,1445,144
G0101010000700,14000US01101000700,1419,110
G0101010000900,14000US01101000900,603,52
G0101010001000,14000US01101001000,1216,133
G0101010001100,14000US01101001100,2559,187
G0101010001200,14000US01101001200,1268,48
G0101010001300,14000US01101001300,1787,173
G0101010001400,14000US01101001400,3313,88
G0101010001500,14000US01101001500,3130,144
G0101010001600,14000US01101001600,3166,251
G0101010001700,14000US01101001700,4724,608
G0101010001800,14000US01101001800,3175,252
G0101010001900,14000US01101001900,3287,283
G0101010002000,14000US01101002000,4051,300
G0101010002100,14000US01101002100,3852,273
G0101010002201,14000US01101002201,3466,211
G0101010002202,14000US01101002202,710,56
G0101010002300,14000US01101002300,2415,212
G0101010002400,14000US01101002400,1647,135
G0101010002500,14000US01101002500,2177,220
G0101010002600,14000US01101002600,5534,277
G0101010002700,14000US01101002700,4514,167
G0101010002800,14000US01101002800,4773,171
G0101010002900,14000US01101002900,7238,380
G0101010003000,14000US01101003000,1980,556
G0101010003100,14000US01101003100,3800,201
G0101010003200,14000US01101003200,5452,307
G0101010003301,14000US01101003301,3432,296
G0101010003302,14000US01101003302,5476,299
G0101010005101,14000US01101005101,2997,280
G0101010005102,14000US01101005102,4352,520
G0101010005301,14000US01101005301,551,25
G0101010005302,14000US01101005302,1961,149
G0101010005402,14000US01101005402,5806,311
G0101010005403,14000US01101005403,3860,102
G0101010005406,14000US01101005406,8567,678
G0101010005407,14000US01101005407,4168,356
G0101010005408,14000US01101005408,7011,397
G0101010005409,14000US01101005409,2669,206
G0101010005410,14000US01101005410,4563,296
G0101010005501,14000US01101005501,1315,56
G0101010005502,14000US01101005502,3237,269
G0101010005503,14000US01101005503,4814,199
G0101010005504,14000US01101005504,1297,95
G0101010005603,14000US01101005603,6423,366
G0101010005604,14000US01101005604,3514,225
G0101010005605,14000US01101005605,3157,90
G0101010005606,14000US01101005606,3460,131
G0101010005607,14000US01101005607,4682,338
G0101010005608,14000US01101005608,1755,185
G0101010005609,14000US01101005609,4401,128
G0101010005610,14000US01101005610,1381,75
G0101010005611,14000US01101005611,3594,280
G0101010005612,14000US01101005612,1892,163
G0101010005700,14000US01101005700,1264,57
G0101010005800,14000US01101005800,2014,208
G0101010005901,14000US01101005901,4311,295
G0101010005902,14000US01101005902,2913,254
G0101010006000,14000US01101006000,2845,140
G0101010006100,14000US01101006100,2138,263
G0101030000100,14000US01103000100,3598,481
G0101030000200,14000US01103000200,3191,229
G0101030000300,14000US01103000300,2887,258
G0101030000400,14000US01103000400,3249,319
G0101030000600,14000US01103000600,1850,223
G0101030000700,14000US01103000700,3610,234
G0101030000800,14000US01103000800,2563,51
G0101030000900,14000US01103000900,4406,728
G0101030001000,14000US01103001000,3490,80
G0101030005101,14000US01103005101,4696,376
G0101030005103,14000US01103005103,1030,34
G0101030005105,14000US01103005105,2227,133
G0101030005106,14000US01103005106,6119,576
G0101030005107,14000US01103005107,4350,355
G0101030005108,14000US01103005108,3476,340
G0101030005109,14000US01103005109,3714,434
G0101030005200,14000US01103005200,6021,270
G0101030005301,14000US01103005301,8195,451
G0101030005302,14000US01103005302,3764,338
G0101030005303,14000US01103005303,3368,137
G0101030005304,14000US01103005304,5466,579
G0101030005404,14000US01103005404,5421,579
G0101030005405,14000US01103005405,3967,204
G0101030005500,14000US01103005500,5212,390
G0101030005600,14000US01103005600,5832,628
G0101030005701,14000US01103005701,2241,80
G0101030005702,14000US01103005702,6265,567
G0101050686800,14000US01105686800,811,5
G0101050687000,14000US01105687000,5405,479
G0101050687100,14000US01105687100,2435,65
G0101070050000,14000US01107050000,4249,162
G0101070050100,14000US01107050100,3109,258
G0101070050200,14000US01107050200,1883,104
G0101070050300,14000US01107050300,3150,218
G0101070050400,14000US01107050400,5113,267
G0101090188600,14000US01109188600,1929,136
G0101090188700,14000US01109188700,1685,61
G0101090188800,14000US01109188800,2306,94
G0101090188900,14000US01109188900,4121,314
G0101090189000,14000US01109189000,6833,547
G0101090189100,14000US01109189100,7661,1173
G0101090189200,14000US01109189200,2961,173
G0101090189300,14000US01109189300,3810,204
G0101110000100,14000US01111000100,2961,116
G0101110000200,14000US01111000200,3297,459
G0101110000300,14000US01111000300,3963,448
G0101110000400,14000US01111000400,4474,477
G0101110000500,14000US01111000500,4344,409
G0101110000600,14000US01111000600,2037,306
G0101130030200,14000US01113030200,1767,196
G0101130030300,14000US01113030300,2694,175
G0101130030401,14000US01113030401,5471,631
G0101130030402,14000US01113030402,3122,394
G0101130030500,14000US01113030500,2263,169
G0101130030600,14000US01113030600,6744,387
G0101130030700,14000US01113030700,3077,170
G0101130030800,14000US01113030800,2995,397
G0101130030901,14000US01113030901,5906,331
G0101130030902,14000US01113030902,9760,904
G0101130031000,14000US01113031000,3308,305
G0101130031100,14000US01113031100,1691,123
G0101130031200,14000US01113031200,3262,245
G0101150040103,14000US01115040103,8735,344
G0101150040104,14000US01115040104,4703,323
G0101150040105,14000US01115040105,4616,127
G0101150040106,14000US01115040106,6589,389
G0101150040201,14000US01115040201,5643,365
G0101150040203,14000US01115040203,5677,277
G0101150040204,14000US01115040204,6362,442
G0101150040205,14000US01115040205,5711,466
G0101150040300,14000US01115040300,5066,145
G0101150040401,14000US01115040401,4943,256
G0101150040402,14000US01115040402,3421,195
G0101150040501,14000US01115040501,10778,1226
G0101150040502,14000US01115040502,8565,372
G0101170030102,14000US01117030102,3562,408
G0101170030103,14000US01117030103,829,75
G0101170030211,14000US01117030211,2977,239
G0101170030212,14000US01117030212,3279,136
G0101170030213,14000US01117030213,5139,477
G0101170030214,14000US01117030214,8296,513
G0101170030215,14000US01117030215,4139,527
G0101170030216,14000US01117030216,8014,349
G0101170030217,14000US01117030217,5417,384
G0101170030303,14000US01117030303,7879,621
G0101170030304,14000US01117030304,5377,649
G0101170030305,14000US01117030305,3962,191
G0101170030306,14000US01117030306,3224,134
G0101170030314,14000US01117030314,2783,192
G0101170030315,14000US01117030315,4996,520
G0101170030316,14000US01117030316,4942,152
G0101170030317,14000US01117030317,3758,302
G0101170030319,14000US01117030319,2026,276
G0101170030320,14000US01117030320,5265,523
G0101170030330,14000US01117030330,5895,467
G0101170030331,14000US01117030331,4181,278
G0101170030332,14000US01117030332,1102,52
G0101170030333,14000US01117030333,4718,484
G0101170030334,14000US01117030334,3949,469
G0101170030336,14000US01117030336,7017,614
G0101170030337,14000US01117030337,1537,169
G0101170030340,14000US01117030340,5521,761
G0101170030341,14000US01117030341,2400,280
G0101170030342,14000US01117030342,2585,127
G0101170030344,14000US01117030344,3116,113
G0101170030345,14000US01117030345,2857,143
G0101170030405,14000US01117030405,1301,72
G0101170030406,14000US01117030406,2984,254
G0101170030407,14000US01117030407,2176,103
